priority rank,old URL,old title,old meta title,old meta description,old content type,current live status,Google ranking/impression/click evidence,featured snippet evidence,old image availability,best new route,whether to preserve same URL or redirect,redirect target,canonical URL,sitemap inclusion,legal safety status,image status,approval status,recovery classification,notes
"708","https://chamanlawfirm.com/solution-to-building-collapse-incidences/","Solution To Building Collapse Incidences","","","general legal education","not confirmed","10 clicks; 2143 impressions; avg position 17.08 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/solution-to-building-collapse-incidences","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/solution-to-building-collapse-incidences","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"710","https://chamanlawfirm.com/construction-safety-and-certification/","Construction Safety And Certification","","","general legal education","not confirmed","10 clicks; 1905 impressions; avg position 24.21 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/construction-safety-and-certification","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/construction-safety-and-certification","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"711","https://chamanlawfirm.com/boundary-disputes-and-encroachments/","Boundary Disputes And Encroachments","","","litigation/ADR","not confirmed","10 clicks; 1773 impressions; avg position 13.5 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/boundary-disputes-and-encroachments","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/boundary-disputes-and-encroachments","not included until restored/approved or static target exists","medium - verify current law and facts before publication","image recovery needed","not restored","restore as blog post",""
"712","https://chamanlawfirm.com/religious-institutions/","Religious Institutions","","","general legal education","not confirmed","10 clicks; 1688 impressions; avg position 15.71 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/religious-institutions","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/religious-institutions","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"714","https://www.chamanlawfirm.com/statute-of-limitations-on-debt-in-nigeria-2/","Statute Of Limitations On Debt In Nigeria 2","","","debt recovery","not confirmed","10 clicks; 1587 impressions; avg position 9.17 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/statute-of-limitations-on-debt-in-nigeria-2","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/statute-of-limitations-on-debt-in-nigeria-2","not included until restored/approved or static target exists","medium - verify current law and facts before publication","image recovery needed","not restored","restore as blog post",""
"715","https://chamanlawfirm.com/logistics-and-supply-chain-management/","Logistics And Supply Chain Management","","","general legal education","not confirmed","10 clicks; 1577 impressions; avg position 24.05 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/logistics-and-supply-chain-management","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/logistics-and-supply-chain-management","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"716","https://chamanlawfirm.com/what-is-the-documentation-and-registration/","What Is The Documentation And Registration","","","notary/documentation","not confirmed","10 clicks; 1565 impressions; avg position 9.16 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/what-is-the-documentation-and-registration","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/what-is-the-documentation-and-registration","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"717","https://chamanlawfirm.com/service/human-right-law/","Human Right Law","","","general legal education","not confirmed","10 clicks; 1404 impressions; avg position 18.53 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/human-right-law","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/human-right-law","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"718","https://chamanlawfirm.com/mixed-use-residential-projects-in-nigeria/","Mixed Use Residential Projects In Nigeria","","","general legal education","not confirmed","10 clicks; 1391 impressions; avg position 9.61 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/mixed-use-residential-projects-in-nigeria","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/mixed-use-residential-projects-in-nigeria","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"720","https://chamanlawfirm.com/legal-research-in-nigerian-law/","Legal Research In Nigerian Law","","","general legal education","not confirmed","10 clicks; 1282 impressions; avg position 17.6 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/legal-research-in-nigerian-law","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/legal-research-in-nigerian-law","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"723","https://chamanlawfirm.com/when-is-summary-dismissal-appropriate-in-nigeria-labour-law/","When Is Summary Dismissal Appropriate In Nigeria Labour Law","","","employment law","not confirmed","10 clicks; 955 impressions; avg position 25.99 from local GSC Pages.csv","not available locally","legacy image not confirmed","/practice-areas/employment-law","redirect old URL to best new route","","https://chamanlawfirm.com/practice-areas/employment-law","included","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"724","https://chamanlawfirm.com/rights-of-persons-living-with-disabilities/","Rights Of Persons Living With Disabilities","","","general legal education","not confirmed","10 clicks; 926 impressions; avg position 28.02 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/rights-of-persons-living-with-disabilities","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/rights-of-persons-living-with-disabilities","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
