priority score,tier,old URL,slug,title,body completeness,image readiness,title quality,legal risk,current-law sensitivity,duplicate risk,CTA readiness,metadata readiness,internal-link readiness,publication action,notes
-40,Tier C - lawyer/current-law review,https://chamanlawfirm.com/maritime-contracts-in-nigeria,maritime-contracts-in-nigeria,Maritime Contracts In Nigeria,complete enough,image/alt missing or weak,present; review for search intent,low automated risk,low automated risk,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
-40,Tier C - lawyer/current-law review,https://chamanlawfirm.com/land-use-planning-and-development-regulation,land-use-planning-and-development-regulation,Land Use Planning And Development Regulation,complete enough,image/alt missing or weak,present; review for search intent,current-law or procedure-sensitive topic,lawyer review required,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
-40,Tier C - lawyer/current-law review,https://chamanlawfirm.com/property-valuation-in-nigerian-real-estate,property-valuation-in-nigerian-real-estate,Property Valuation In Nigerian Real Estate,complete enough,image/alt missing or weak,present; review for search intent,current-law or procedure-sensitive topic; dispute-resolution wording requires lawyer review; unsupported outcome claim,lawyer review required,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
-40,Tier C - lawyer/current-law review,https://chamanlawfirm.com/registration-of-a-money-lending-company,registration-of-a-money-lending-company,Registration Of A Money Lending Company,complete enough,image/alt missing or weak,present; review for search intent,current-law or procedure-sensitive topic,lawyer review required,redirect conflict: /practice-areas/corporate-commercial-law,template CTA present,metadata present,needs manual link enhancement,keep hidden pending lawyer/current-law review,no public change unless selected
-40,Tier C - lawyer/current-law review,https://chamanlawfirm.com/how-to-conduct-due-diligence-in-nigeria,how-to-conduct-due-diligence-in-nigeria,How To Conduct Due Diligence In Nigeria,complete enough,image/alt missing or weak,present; review for search intent,off-brand/property-sales wording; current-law or procedure-sensitive topic; dispute-resolution wording requires lawyer review,lawyer review required,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
-40,Tier C - lawyer/current-law review,https://chamanlawfirm.com/4-proven-steps-on-how-to-enforce-a-contract,4-proven-steps-on-how-to-enforce-a-contract,4 Proven Steps On How To Enforce A Contract,complete enough,image/alt missing or weak,present; review for search intent,dispute-resolution wording requires lawyer review,low automated risk,redirect conflict: /practice-areas/corporate-commercial-law,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
-40,Tier C - lawyer/current-law review,https://chamanlawfirm.com/defense-of-fair-dealing-in-nigeria-copyright,defense-of-fair-dealing-in-nigeria-copyright,Defense Of Fair Dealing In Nigeria Copyright,complete enough,image/alt missing or weak,present; review for search intent,low automated risk,low automated risk,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
-40,Tier C - lawyer/current-law review,https://chamanlawfirm.com/7-step-citizenship-application-in-nigeria,7-step-citizenship-application-in-nigeria,7 Step Citizenship Application In Nigeria,complete enough,image/alt missing or weak,present; review for search intent,low automated risk,low automated risk,redirect conflict: /practice-areas/immigration-services/citizenship-application-advisory,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
-40,Tier C - lawyer/current-law review,https://chamanlawfirm.com/how-to-increase-a-company-share,how-to-increase-a-company-share,How To Increase A Company Share,complete enough,image/alt missing or weak,present; review for search intent,low automated risk,low automated risk,redirect conflict: /practice-areas/corporate-commercial-law,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
-40,Tier C - lawyer/current-law review,https://chamanlawfirm.com/what-tenancy-laws-apply-to-landlords,what-tenancy-laws-apply-to-landlords,What Tenancy Laws Apply To Landlords,complete enough,image/alt missing or weak,present; review for search intent,possible unsafe self-help wording; current-law or procedure-sensitive topic; dispute-resolution wording requires lawyer review,lawyer review required,no configured redirect conflict,template CTA present,metadata present,needs manual link enhancement,keep hidden pending lawyer/current-law review,no public change unless selected
-40,Tier C - lawyer/current-law review,https://chamanlawfirm.com/land-use-charge-in-ogun-state-chaman-law-firm,land-use-charge-in-ogun-state-chaman-law-firm,Land Use Charge In Ogun State Chaman Law Firm,complete enough,image/alt missing or weak,present; review for search intent,current-law or procedure-sensitive topic,lawyer review required,no configured redirect conflict,template CTA present,metadata present,needs manual link enhancement,keep hidden pending lawyer/current-law review,no public change unless selected
