priority rank,legacy post ID,old URL,old slug,old title,old SEO title,old meta description,old status,old publish date,clicks,impressions,indexed/search evidence,current production status,current redirect target,body recovered yes/no,image recovered yes/no,Sanity draft exists yes/no,Sanity slug,Sanity approval status,public URL,sitemap status,redirect replacement status,legal review status,notes
646,,https://chamanlawfirm.com/hidden-costs-when-buying-land-in-lagos/,hidden-costs-when-buying-land-in-lagos,Hidden Costs When Buying Land In Lagos,,,,,12,2820,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/hidden-costs-when-buying-land-in-lagos,no,no,no,hidden-costs-when-buying-land-in-lagos,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
647,,https://chamanlawfirm.com/proven-steps-qualities-of-good-mediator/,proven-steps-qualities-of-good-mediator,Proven Steps Qualities Of Good Mediator,,,,,12,2449,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/proven-steps-qualities-of-good-mediator,no,no,no,proven-steps-qualities-of-good-mediator,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
648,,https://chamanlawfirm.com/high-rise-construction-challenges-in-nigeria/,high-rise-construction-challenges-in-nigeria,High Rise Construction Challenges In Nigeria,,,,,12,2303,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/high-rise-construction-challenges-in-nigeria,no,no,no,high-rise-construction-challenges-in-nigeria,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
649,,https://chamanlawfirm.com/importance-of-energy-and-natural-resources-law/,importance-of-energy-and-natural-resources-law,Importance Of Energy And Natural Resources Law,,,,,12,2265,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/importance-of-energy-and-natural-resources-law,no,no,no,importance-of-energy-and-natural-resources-law,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
650,,https://chamanlawfirm.com/floodplain-management-under-the-land-use-act/,floodplain-management-under-the-land-use-act,Floodplain Management Under The Land Use Act,,,,,12,2094,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/floodplain-management-under-the-land-use-act,no,no,no,floodplain-management-under-the-land-use-act,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
651,,https://chamanlawfirm.com/the-central-bank-of-nigeria-in-debt-recovery/,the-central-bank-of-nigeria-in-debt-recovery,The Central Bank Of Nigeria In Debt Recovery,,,,,12,2033,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/the-central-bank-of-nigeria-in-debt-recovery,no,no,no,the-central-bank-of-nigeria-in-debt-recovery,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
652,,https://chamanlawfirm.com/overview-of-real-estate-law-in-nigeria/,overview-of-real-estate-law-in-nigeria,Overview Of Real Estate Law In Nigeria,,,,,12,1666,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/overview-of-real-estate-law-in-nigeria,no,no,no,overview-of-real-estate-law-in-nigeria,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
653,,https://chamanlawfirm.com/ways-nigerian-lawprotectstherightsofchildren/,ways-nigerian-lawprotectstherightsofchildren,Ways Nigerian Lawprotectstherightsofchildren,,,,,12,1564,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/ways-nigerian-lawprotectstherightsofchildren,no,no,no,ways-nigerian-lawprotectstherightsofchildren,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
654,,https://chamanlawfirm.com/how-do-i-appoint-a-lawyer-to-represent-me/,how-do-i-appoint-a-lawyer-to-represent-me,How Do I Appoint A Lawyer To Represent Me,,,,,12,1428,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/how-do-i-appoint-a-lawyer-to-represent-me,no,no,no,how-do-i-appoint-a-lawyer-to-represent-me,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
655,,https://chamanlawfirm.com/how-to-convert-a-sole-proprietorship/,how-to-convert-a-sole-proprietorship,How To Convert A Sole Proprietorship,,,,,12,1422,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/how-to-convert-a-sole-proprietorship,no,no,no,how-to-convert-a-sole-proprietorship,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
656,,https://chamanlawfirm.com/what-is-the-cost-of-perfecting-land-titles-2/,what-is-the-cost-of-perfecting-land-titles-2,What Is The Cost Of Perfecting Land Titles 2,,,,,12,1369,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/what-is-the-cost-of-perfecting-land-titles-2,no,no,no,what-is-the-cost-of-perfecting-land-titles-2,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
657,,https://chamanlawfirm.com/litigation-lawyers-in-nigeria/,litigation-lawyers-in-nigeria,Litigation Lawyers In Nigeria,,,,,12,1295,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required; redirect planning only; do not publish as article without equivalent content,not restored,https://chamanlawfirm.com/litigation-lawyers-in-nigeria/,no,no,no,litigation-lawyers-in-nigeria,not approved,,excluded while hidden,pending,not required unless revived,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required; redirect planning only; do not publish as article without equivalent content
