old URL,old title,old content type,current status,clicks,impressions,average position,backlink/ranking evidence if available,source body found,source body quality,image found,current Sanity status,current redirect status,sitemap status,page type,legal risk,current-law risk,duplicate/cannibalization risk,business value,recommended recovery path,proposed final URL,priority score,notes
https://chamanlawfirm.com/what-is-ancillary-reliefs/,What Is Ancillary Reliefs,general legal education,not confirmed,41,41,,41 clicks; 3782 impressions; avg position 28.84 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,not restored,not confirmed,not included until restored/approved or static target exists,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/what-is-ancillary-reliefs,410,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/probate-vs-letter-of-administration-in-nigeria-key-differences-you-must-know/,Probate Vs Letter Of Administration In Nigeria Key Differences You Must Know,probate/estate,redirect configured to /resources/blog/probate-vs-letter-of-administration-in-nigeria-key-differences-you-must-know,41,41,,41 clicks; 3348 impressions; avg position 10.03 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,hidden/not approved,redirect configured to /resources/blog/probate-vs-letter-of-administration-in-nigeria-key-differences-you-must-know,not included until restored/approved or static target exists,blog,high - lawyer review required before publication,high,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/probate-vs-letter-of-administration-in-nigeria-key-differences-you-must-know,410,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/how-to-appoint-a-company-secretary-in-nigeria/,How To Appoint A Company Secretary In Nigeria,corporate/commercial,redirect configured to /resources/blog/how-to-appoint-a-company-secretary-in-nigeria,41,41,,41 clicks; 2758 impressions; avg position 17.81 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,hidden/not approved,redirect configured to /resources/blog/how-to-appoint-a-company-secretary-in-nigeria,not included until restored/approved or static target exists,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/how-to-appoint-a-company-secretary-in-nigeria,410,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/are-verbal-agreement-binding-legally/,Are Verbal Agreement Binding Legally,general legal education,not confirmed,40,40,,40 clicks; 3995 impressions; avg position 31 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,not restored,not confirmed,not included until restored/approved or static target exists,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/are-verbal-agreement-binding-legally,400,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/procedures-for-private-placement-in-nigeria/,Procedures For Private Placement In Nigeria,general legal education,not confirmed,40,40,,40 clicks; 1142 impressions; avg position 10.77 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,not restored,not confirmed,not included until restored/approved or static target exists,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/procedures-for-private-placement-in-nigeria,400,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/newblogpost-znqwc8what-are-the-la-in-nigeria/,Newblogpost Znqwc8what Are The La In Nigeria,general legal education,not confirmed,39,39,,39 clicks; 3332 impressions; avg position 20.53 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,not restored,not confirmed,not included until restored/approved or static target exists,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/newblogpost-znqwc8what-are-the-la-in-nigeria,390,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/company-management-in-nigeria/,Company Management In Nigeria,corporate/commercial,approved Sanity post; missing old-url redirect,39,39,,39 clicks; 3037 impressions; avg position 25.55 from local GSC Pages.csv,not confirmed,needs review before publication,yes,approved public,approved Sanity post; missing old-url redirect,included,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,redirect one-hop to closest exact live equivalent,https://chamanlawfirm.com/resources/blog/company-management-in-nigeria,390,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/non-justiciable-constitutional-provisions/,Non Justiciable Constitutional Provisions,general legal education,not confirmed,38,38,,38 clicks; 12398 impressions; avg position 16.99 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,not restored,not confirmed,not included until restored/approved or static target exists,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/non-justiciable-constitutional-provisions,380,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/accountability-in-corporate-governance/,Accountability In Corporate Governance,corporate/commercial,redirect configured to /resources/blog/accountability-in-corporate-governance,38,38,,38 clicks; 7713 impressions; avg position 22.49 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,hidden/not approved,redirect configured to /resources/blog/accountability-in-corporate-governance,not included until restored/approved or static target exists,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/accountability-in-corporate-governance,380,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/how-do-i-resolve-landlord-tenant-disputes/,How Do I Resolve Landlord Tenant Disputes,property/title,not confirmed,38,38,,38 clicks; 5460 impressions; avg position 5.63 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,not restored,not confirmed,not included until restored/approved or static target exists,blog,medium - verify current law and facts before publication,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/how-do-i-resolve-landlord-tenant-disputes,380,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/0btain-guide-on-how-to-obtain-tax/,0btain Guide On How To Obtain Tax,corporate/commercial,hidden Sanity draft; do not redirect,38,38,,38 clicks; 5053 impressions; avg position 16.66 from local GSC Pages.csv,yes in Sanity queue,needs review before publication,not confirmed,hidden/not approved,hidden Sanity draft; do not redirect,not included until restored/approved or static target exists,blog,medium - verify current law and facts before publication,medium,requires check,score based on local GSC evidence,"keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",https://chamanlawfirm.com/resources/blog/0btain-guide-on-how-to-obtain-tax,380,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/business-name-and-a-company-limited-by-shares/,Business Name And A Company Limited By Shares,corporate/commercial,redirect configured to /resources/blog/business-name-and-a-company-limited-by-shares,38,38,,38 clicks; 4129 impressions; avg position 19.26 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,hidden/not approved,redirect configured to /resources/blog/business-name-and-a-company-limited-by-shares,not included until restored/approved or static target exists,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/business-name-and-a-company-limited-by-shares,380,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/when-you-can-legally-define-the-tort-of-negligence/,When You Can Legally Define The Tort Of Negligence,general legal education,not confirmed,38,38,,38 clicks; 3963 impressions; avg position 11.38 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,not restored,not confirmed,not included until restored/approved or static target exists,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/when-you-can-legally-define-the-tort-of-negligence,380,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/regulatory-compliance-in-nigerian-construction/,Regulatory Compliance In Nigerian Construction,general legal education,not confirmed,38,38,,38 clicks; 3322 impressions; avg position 19.22 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,not restored,not confirmed,not included until restored/approved or static target exists,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/regulatory-compliance-in-nigerian-construction,380,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/legalimplicationsof-co-ownership-of-property/,Legalimplicationsof Co Ownership Of Property,property/title,approved Sanity post; missing old-url redirect,38,38,,38 clicks; 3026 impressions; avg position 7.47 from local GSC Pages.csv,not confirmed,needs review before publication,yes,approved public,approved Sanity post; missing old-url redirect,included,blog,medium - verify current law and facts before publication,medium,requires check,score based on local GSC evidence,redirect one-hop to closest exact live equivalent,https://chamanlawfirm.com/resources/blog/legalimplicationsof-co-ownership-of-property,380,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
