priority rank,old URL,old title,old meta title,old meta description,old content type,current live status,Google ranking/impression/click evidence,featured snippet evidence,old image availability,best new route,whether to preserve same URL or redirect,redirect target,canonical URL,sitemap inclusion,legal safety status,image status,approval status,recovery classification,notes
"475","https://chamanlawfirm.com/insurance-coverage-for-construction-in-nigeria/","Insurance Coverage For Construction In Nigeria","","","general legal education","not confirmed","21 clicks; 1659 impressions; avg position 20.72 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/insurance-coverage-for-construction-in-nigeria","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/insurance-coverage-for-construction-in-nigeria","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"476","https://chamanlawfirm.com/legal-research-for-nigerian-litigation-cases/","Legal Research For Nigerian Litigation Cases","Effective Legal Research for Nigerian Litigation Cases","Master legal research techniques to bolster your Nigerian litigation cases and enhance your legal strategy. Legal Research for Nigerian Litigation Cases","litigation/ADR","approved Sanity post; missing old-url redirect","21 clicks; 1618 impressions; avg position 16.8 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/legal-research-for-nigerian-litigation-cases","redirect old URL to best new route","/resources/blog/legal-research-for-nigerian-litigation-cases","https://chamanlawfirm.com/resources/blog/legal-research-for-nigerian-litigation-cases","included","low/medium - editorial and legal review still required","image and alt present in Sanity","approved public","redirect one-hop to closest exact live equivalent",""
"477","https://chamanlawfirm.com/minimum-wage-and-the-regulatory-laws/","Minimum Wage And The Regulatory Laws","","","general legal education","not confirmed","20 clicks; 12515 impressions; avg position 17.15 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/minimum-wage-and-the-regulatory-laws","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/minimum-wage-and-the-regulatory-laws","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"478","https://chamanlawfirm.com/how-to-get-a-nigerian-ip-address-using-vpn/","How To Get A Nigerian Ip Address Using Vpn","","","general legal education","not confirmed","20 clicks; 10160 impressions; avg position 29.51 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/how-to-get-a-nigerian-ip-address-using-vpn","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/how-to-get-a-nigerian-ip-address-using-vpn","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"479","https://chamanlawfirm.com/challenges-of-urbanization-in-nigerian/","Challenges Of Urbanization In Nigerian","","","general legal education","not confirmed","20 clicks; 4153 impressions; avg position 24.15 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/challenges-of-urbanization-in-nigerian","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/challenges-of-urbanization-in-nigerian","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"480","https://chamanlawfirm.com/retention-money-in-construction-contracts/","Retention Money In Construction Contracts","","","corporate/commercial","not confirmed","20 clicks; 3476 impressions; avg position 21.08 from local GSC Pages.csv","not available locally","legacy image not confirmed","/practice-areas/corporate-commercial-law","redirect old URL to best new route","","https://chamanlawfirm.com/practice-areas/corporate-commercial-law","included","medium - verify current law and facts before publication","image recovery needed","not restored","restore as service landing page",""
"481","https://chamanlawfirm.com/discover-real-estate-hotspots-in-ogun-state/","Discover Real Estate Hotspots In Ogun State","","","property/title","not confirmed","20 clicks; 3155 impressions; avg position 8.56 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/discover-real-estate-hotspots-in-ogun-state","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/discover-real-estate-hotspots-in-ogun-state","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as service landing page",""
"482","https://chamanlawfirm.com/how-to-lodge-complaint-against-banks-in-nigeria/","How To Lodge Complaint Against Banks In Nigeria","","","general legal education","not confirmed","20 clicks; 2918 impressions; avg position 14.53 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/how-to-lodge-complaint-against-banks-in-nigeria","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/how-to-lodge-complaint-against-banks-in-nigeria","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"483","https://chamanlawfirm.com/how-is-land-registry-practice-in-nigeria/","How Is Land Registry Practice In Nigeria","How is land registry practiced in Nigeria?","HOW IS LAND REGISTRY PRACTICED IN NIGERIA? INTRODUCTION: Land Registration is simply the system by which all matters concerning possession, ownership","property/title","approved Sanity post; missing old-url redirect","20 clicks; 2784 impressions; avg position 12.14 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/how-is-land-registry-practice-in-nigeria","redirect old URL to best new route","/resources/blog/how-is-land-registry-practice-in-nigeria","https://chamanlawfirm.com/resources/blog/how-is-land-registry-practice-in-nigeria","included","medium - verify current law and facts before publication","image and alt present in Sanity","approved public","redirect one-hop to closest exact live equivalent",""
"484","https://chamanlawfirm.com/hidden-costs-of-buying-property-in-ogun-state/","Hidden Costs Of Buying Property In Ogun State","Powerful Steps: Hidden Costs of Buying Property / Chaman Law","Hidden Costs of Buying Property - From legal fees and agency commissions to survey plans, stamp duty, and development levies - Learn about it.","property/title","hidden Sanity draft; do not redirect","20 clicks; 2201 impressions; avg position 6.58 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/hidden-costs-of-buying-property-in-ogun-state","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/hidden-costs-of-buying-property-in-ogun-state","not included until restored/approved or static target exists","medium - verify current law and facts before publication","image recovery needed","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"485","https://chamanlawfirm.com/effect-of-not-paying-child-support/","Effect Of Not Paying Child Support","Effect of Not Paying Child Support in Nigeria","Introduction EFFECT OF NOT PAYING CHILD CUSTODY The phrase ""child support"" is frequently used in divorce and family court matters. It refers to the regular payments that one parent—typically the non-custodial parent—ma","family law","approved Sanity post; missing old-url redirect","20 clicks; 2094 impressions; avg position 5.43 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/effect-of-not-paying-child-support","redirect old URL to best new route","/resources/blog/effect-of-not-paying-child-support","https://chamanlawfirm.com/resources/blog/effect-of-not-paying-child-support","included","high - lawyer review required before publication","image and alt present in Sanity","approved public","redirect one-hop to closest exact live equivalent",""
